part,Description,qty,
MAXM17504ALJ+T,,1,
C0805C106M8PACTU,,30,
10075024-G01-06ULF,,11,
GRM188R60J106ME47J,,388,
MPZ2012S300AT000,,145,
WSL2512R0130FEA18,,13,
BM22L-4P-V(53),,17,
TL5209DR,,21,
LTC4053EMSE-4.2,,3,
SN74AUP1G17DCKR,,96,
FBMH4532HM681-T,,46,
ADG1612BRUZ,,3,
1123684-7,,5,
MAX17005BETP+,,1,
TFML-115-01-L-D-RA,,3,
SK310A-LTP,,39,
RT0402BRE0710KL,,226,
ERJ-2GEJ100X,,564,
BQ294704DSGR,,25,
88E1510-A0-NNB2C000,,1,
ERJ-P6WF56R0V,,102,
04026D226MAT2A,,51,
MR25H256ACDF,,3,
SRP2512-2R2M ,,40,
LMZ21701SILR,,5,
MB2411S2G40,,2,
MB2411S2G40-FC,,2,
1825640000,,15,
CL21X476MRYNNNE,,74,
N25Q064A13EF640F,,6,
C3216JB1E336M160AC,,19,
LQP15MN6N8B02D,,157,
GRM153R60J225ME95D,,183,
C1608X7R1H104K080AA,,1096,
TPME337M016R0050,,4,
QTH-030-03-L-D-A,,1,
LM4132AMF-2.5/NOPB,,5,
ERJ-6CWFR020V,,90,
C1206C475K5PACTU,,30,
YAG1391CT-ND,,180,
C0603C225K8PACTU,,134,
LSHM-120-01-F-DH-A-S,,2,
NSS40201LT1G,,76,
JMK316BC6107ML-T,,23,
LTST-C194KGKT,,151,
N25Q256A13EF840E,,6,
FW-05-02-F-D-300-085,,10,
C2012X5R1V106M085AC,,50,
ERJ-3BWFR050V,,95,
ERJ-3BWFR100V,,95,
ERJ-P6WF10R0V,,74,
AQY212GHA,,2,
CRCW040211K0FKED,,1032,
CC0201KRX5R6BB104,,1032,
1674231-1,,5,
0402ZD105KAT2A,,206,
ZMR500FTA,,27,
963218-2000-AR-PR,,3,
C2012X7S2A224M085AE,,30,
GRM32ER61C476ME15L,,20,
NLCV32T-1R0M-EFRD,,72,
SQT-105-01-L-S,,12,
AT93C66B-MAHM-T,,42,
1812PS-223KLC,,6,
MM3Z5V6B,,200,
CPF0603F200RC1,,250,
XZMDKCBDDG45S-9,,20,
PIC16F18313-I/RF,,14,
LXDC55KAAA-205,,3,
RC0603JR-070RL,,992,
ADM2582EBRWZ-REEL7,,1,
ADT6402SRJZ-RL7,,9,
ERJ-L06KF50MV,,90,
GRM219R61C226ME15L,,76,
GDZ3V3LP3-7,,76,
ERJ-6DQF3R0V,,196,
04025A151JAT2A,,245,
"TPWR8004PL,L1Q",,5,
F931C475KAA,,89,
AMK325ABJ227MM-T,,5,
GRM1885C1H220JA01D,,324,
GRM152R60J105ME15D,,162,
GRM219R60J226ME47D,,97,
BM22-6S-V(53),,10,
MAXM17903AMB+,,3,
"SSM3K335R,LF",,74,
GRM1885C1H911JA01D,,240,
C0603C183K5RACTU,,240,
BRL3225T4R7M,,80,
C0805C102MDRACTU,,80,
EN5339QI,,2,
SFMC-105-02-L-D,,5,
755860103    ,,2,
ERJ-P06J101V,,470,
TD-106-T-A,,10,
ADUM5402ARWZ-RL,,1,
"P82B715TD,118",,5,
514CBB000112AAG,,1,
MC33164D-3R2G,,30,
ERJ-12ZYJ332U,,155,
RC0402FR-0719K1L,,232,
SRP1265A-1R5M,,8,
ASDMPLV-100.000MHZ-LR-T3,,4,
KAS2108ET,,5,
102R18W102KV4E,,185,
ERJ-2RKF8251X,,230,
ERA-2AED123X,,306,
C0603C109C5GACTU,,153,
SMM 25,,17,
ERJ-3GEYJ472V,,913,
ERJ-3EKF5101V,,456,
GRT155R61E105KE01D,,228,
BSC320N20NS3G,,4,
142-0701-501,,1,
5025700893,,4,
LTC2620CGN#PBF,,1,
PJ-047A,,12,
0402ZD475MAT2A,,112,
CLVBA-FKA-CAEDH8BBB7A363,,27,
TAJE157K020RNJ,,5,
CGA2B3X7R1E104K050BB,,178,
ERJ-PB3D1472V,,296,
ERJ-3EKF2941V,,884,
MBRF40250TG,,9,
74AXP1T125GSH,,21,
CL10A226MO7JZNC,,42,
EXB-2HV100JV,,220,
GRM32ER71J106KA12L,,20,
TPS22922YZPR,,8,
524373071,,4,
RC0402FR-0739K2L,,872,
FTS-105-03-L-D,,10,
RJHSE-538A,,3,
DF13A-3P-1.25H(50),,15,
C0603C475M8PACTU,,124,
C0603C472K3RACTU,,433,
C0402C475M7PACTU,,54,
C0402C473K4RACTU,,96,
CL31B106KBHNNNE,,96,
1727010,,7,
744901056,,21,
ESD9L5.0ST5G,,143,
ERJ-3EKF1472V,,428,
LMZ14201HTZX/NOPB,,1,
MLK1005S27NJ,,122,
N2516-6002-RB,,12,
"BZX84-A2V4,215",,53,
TPSE227M016R0150,,8,
CLP-105-02-G-D,,7,
282834-2,,14,
PMR18EZPFU7L00,,35,
U.FL-R-SMT(01),,6,
RC1005J100CS,,837,
MMSZ5232BT1G,,167,
C1005X5R1E104K050BC,,278,
C1210C225K3RACTU,,23,
C2Q 2,,46,
EEU-FC1J102,,5,
C1608X6S1A475K080AC,,137,
C1210C226K4PACTU,,41,
MT25QU256ABA1EW9-0SIT,,5,
LMZ10501SILT,,4,
PIC16F18326T-I/JQ,,5,
TXS0102DQER,,28,
"BZX84J-C16,115",,90,
C1608X5R1C225M080AB,,161,
PI4ULS3V504ZMEX,,7,
MAX9814ETD+T,,10,
ERJ-3EKF8203V,,80,
C2012X8R1H104K125AA,,200,
"BC817-40,215",,200,
CGA9N3X7R1E476M230KB,,5,
NSR0520V2T1G,,80,
C1608X5R1C475K080AC,,42,
FXO-HC736R-200,,4,
C0603X5R0J474M030BC,,265,
BSE-020-01-L-D-A-TR,,2,
SN74LVC1G08DCKT,,10,
STF40NF20,,5,
GRM188R61E225KA12D,,395,
TD-105-T-A,,10,
CRCW0201100RFKED,,158,
ERJ-3EKF1000V,,393,
1054500101,,5,
ADUM7643CRQZ,,1,
C0603C474K4RACTU,,195,
LTST-S270KGKT,,155,
541043031,,5,
DF40C-100DS-0.4V(51),,8,
SMBJ51A,,48,
BBL-102-G-E,,15,
XCL206B333AR-G,,6,
MIC5504-3.3YM5-TR,,95,
0466001.NR,,7,
B59623A0090A062,,16,
CL03A105MO3NRNH,,107,
BTS500601TEAAUMA2,,4,
NCV8460ADR2G,,9,
PMEG045V100EPDAZ,,14,
LMK063BJ224MP-F,,247,
CPF0603F150KC1,,185,
GRM188R60J476ME15D,,41,
C0805C475K4RACTU,,32,
SM6T27A,,46,
ERJ-6DQJ2R0V,,183,
T491D227K016AT,,6,
CL10A106MO8NQNC,,5,
CC0603KRX5R9BB105,,104,
MAX6337US16D3+T,,4,
CBR04C160J5GAC,,242,
"SC18IS602BIPW,128",,5,
ECS-1612MV-250-CN-TR,,5,
RL0805FR-070R1L,,40,
5PB1102CMGI8,,6,
CL05A105MP5NNNC,,120,
RC0201FR-0710KP,,240,
GJM0335C0J330GB01D,,240,
ZXTN19100CFFTA,,21,
12107C472KAT2A,,23,
RPG1111C-11-TR,,79,
"2N7002BKM,315",,71,
SN74LV4T125PWR,,10,
897-43-004-90-000000,,6,
GRM155R60J225KE95D,,101,
GRM155R60J475ME47D,,235,
QSE-014-01-F-D-DP-A,,2,
SFM-107-01-L-D,,4,
APT1608LSYCK/J3-PRV,,39,
22053031,,20,
"BZX84-C5V6,215",,232,
CL10B104KC8NNNC,,230,
24LC64T-I/SN,,16,
GRM188R71E474KA12D,,172,
CGA3E3X5R1H105K080AB,,86,
TAJA475K016RNJ,,76,
NANOSMDC035F-2,,31,
MCP1700T-1802E/TT,,22,
C0402C104K4RACTU,,678,
FBMH1608HM102-T,,226,
BK2125HM601-T,,226,
NDT456P,,6,
FQP12P20,,5,
74435581200,,1,
E8124-010-01,,5,
MC9S08QG84CDTE,,4,
DB2J31400L,,224,
T491B475K016AT,,29,
BM22L-6P-V(53),,9,
BDL-110-G-E,,1,
APHBM2012LVBDZGKC,,18,
"74LVCH1T45GM,132",,19,
TL2575-ADJIKTTR,,5,
LTST-C170GKT,,110,
74279226101,,11,
597D227X9020R2T,,1,
F750G108KDC,,2,
C1210C226M4PACTU,,24,
BNC7T-J-P-GN-RA-BH1,,1,
BTS6133D,,5,
TPS81256SIPR,,5,
MPZ2012S102ATD25,,160,
XCL206B183AR-G,,5,
S-1031A,,3,
ASEMPLV-148.500MHZ-LR-T,,2,
C1005X5R1E105M050BC,,158,
MBR40250TG,,6,
BRC2012T3R3MD,,35,
CGA1A2C0G1E680J030BA,,210,
G630H9812248EU,,2,
ERJ-PA2F1001X,,157,
CL21A226MAQNNNE,,5,
UCZ1K220MCL1GS,,13,
ERJ-3EKF1623V,,619,
GRM033R60J105ME11D,,206,
FDMA6676PZ,,15,
142146-75,,1,
TSW-103-07-L-S,,18,
JMK063BJ224MP-F,,101,
CL10A106MQ8NNNC,,202,
SQW-106-01-F-D,,5,
DAC60508ZRTET,,1,
CL32A227MQVNNNE,,9,
GCM188R71E105KA64D,,150,
TPS92518HVPWPR,,4,
C0402C106M9PAC7867,,46,
ERJ-3EKF1331V,,298,
SRN2012-1R5M,,35,
ERJ-L03KF50MV,,54,
XC9536-5CSG48C,,3,
SMBJ5V0A,,33,
MR25H256CDCR,,1,
APGF0606VGTPBTSEETC,,5,
C1608X5R1C106M080AB,,21,
CRCW120610R0FKEAHP,,84,
AD8532ARMZ-R2,,5,
RC0201JR-074K7P,,292,
C0603C225K4PACTU,,146,
91292A004,,53,
IHLP6767GZER100M51,,1,
BSC190N15NS3GATMA1,,3,
C1Q 4,,16,
TXS0104ERGYR,,6,
12401832E402A,,4,
C0805C470F5GACTU,,11,
SMAJ36A,,44,
GRM219R6YA475KA73D,,44,
CL10A226MQ8NRNC,,52,
CL03A105MP3NSNC,,30,
MM3Z5V6C,,114,
ERJ-3EKF3302V,,190,
ERJ-3EKF2053V,,190,
ERJ-3EKF4702V,,190,
TFM-107-01-S-D,,3,
TLC3702ID,,10,
C0402C475M9PAC7867,,71,
ERJ-1GEF3301C,,284,
ECS-240-S-4,,12,
CSRN2512FK50L0,,12,
PJ-063AH,,6,
ERJ-3EKF3483V,,188,
PI3EQX16904GLZHEX,,1,
SRN2010-2R2M,,35,
5227161-7,,3,
530470210,,9,
TXS0108EPWR,,6,
C1608X7R1H103K080AA,,278,
GRM152R61A104KE19D,,184,
ERJ-P6WF1001V,,50,
PCA9306DCUR,,21,
PEC06DAAN,,14,
TX24-30R-LT-H1E,,5,
CSNL2512FT5L00,,10,
35221R0JT,,15,
530470510,,18,
ERA-2AED104X,,179,
DF13-4P-1.25H(50),,7,
SN74S04DR,,10,
CSNL2512FT4L00,,10,
ERJ-1RHD1003C,,263,
CRA2512-FZ-R040ELF,,25,
MPZ2012S101AT000,,129,
ERJ-3EKF1001V,,256,
LTC4359CDCB#TRMPBF,,2,
ERJ-P06F2000V,,509,
C0603C470K5GACTU,,169,
TMM-105-02-L-S,,11,
GRM033C81E104KE14D,,505,
FDN358P,,42,
"PMEG4010CEJ,115",,42,
CL21A475KAQNNNE,,126,
ERJ-3EKF4701V,,251,
UMK107BJ105KA-T,,100,
DF3EA-6P-2H(21),,10,
IHLP2020CZER3R3 M01,,3,
"74LVC1G14GW,125",,83,
ERJ-6GEYJ102V,,124,
ERJ-1GEF5101C,,496,
C0603C224K3RACTU,,248,
ERJ-2RKF1802X,,248,
ERJ-2RKF1542X,,248,
IPP126N10N3GXKSA1,,5,
ERJ-P06J105V,,247,
RC0603J103CS,,493,
ERJ-3EKF3161V,,244,
ERJ-3EKF3012V,,244,
MAXM15465AMB+,,1,
C0402C474K9PACTU,,242,
C0402C223K3RACTU,,242,
GRM1555C1H120GA01D,,242,
GRM1885C1H101JA01D,,161,
M2013LL1G03,,1,
RC0402FR-0747RL,,241,
ABM3-27.000MHZ-D2Y-T,,6,
MIC5201-5.0YM,,4,
GRM155R61H104KE19D,,239,
TLV3501AIDBVT,,2,
ERA-2AEB8062X,,79,
"PSMN013-100BS,118",,3,
NC5MBH,,1,
ERJ-14YJ121U,,157,
C0603C473K5RACTU,,235,
CC0402KRX5R6BB105,,67,
2060-452/998-404,,9,
SFML-107-01-S-D,,2,
CRA2512-FZ-R025ELF,,15,
ERJ-3EKF1003V,,463,
TS5A23159DGSR,,5,
ERA-2AED750X,,92,
RC0402FR-0742K2L,,230,
CRCW1206200RJNEAHP,,92,
DRV8836DSSR,,5,
CL10B105MO8NNWC,,229,
RC0402FR-0775RL,,228,
CRCW060352K3FKEA,,455,
CRCW060352K3FKEA,,455,
TMM-104-01-L-D,,1,
BLM15AG601SH1D,,151,
C0805C104K5RACTU,,226,
C0603X7R1C472K030BA,,226,
ERJ-2RKF4222X,,225,
GRM188R61A226ME15D,,64,
NC5FBH,,1,
1935161,,13,
SSA210,,49,
C1206C102KGRACTU,,73,
DF3-3P-2DSA(01),,15,
C1608C0G1H471F080AA,,24,
MCP4661-103E/ST,,4,
TXS0108EQPWRQ1,,3,
M74VHC1GT50DFT1G,,85,
ERJ-1GEF6981C,,424,
ERJ-1RHD6042C,,424,
ERJ-1GEF6341C,,424,
SMT-0540-T-2-R,,2,
B2PS-VH(LF)(SN),,20,
M20-9990246,,42,
SMAJ17A,,38,
MCX7-J-P-H-ST-TH1,,1,
RNCF0402DTE102K,,208,
C0603C105K4RACTU,,46,
C0805C104K3RACTU,,138,
3403.0171.11,,6,
DDZ5V6BSF-7,,46,
MAX6711TEXS+T,,2,
CRCW0402348KFKED,,205,
EQCO30T5.2,,1,
BSZ340N08NS3G,,17,
GRM033R61C104KE84D,,136,
JMK212BC6476MG-T,,12,
SISA72DN-T1-GE3,,11,
GRM155R61A475MEAAD,,58,
ERJ-2RKF2400X,,406,
LMV321Q1M5X/NOPB,,5,
GBE32DHRN-T941,,1,
ERJ-1GNF1022C,,404,
PTD902-2015K-B503,,2,
"BCW31,215",,100,
IHLP2525CZER3R3M11,,5,
GRM21BR6YA106ME43L,,40,
PTS645VH39-2 LFS,,21,
MC9S08SH32CTL,,1,
ERJ-3EKF1201V,,131,
APG1608SURKC/T,,39,
CL05A104KA5NNNC,,388,
CL05A104KA5NNNC,,388,
12061Z475MAT2A,,6,
C0603C105K3RACTU,,64,
LTC4053EMSE-4.2#PBF,,1,
SMAJ58CA,,32,
GRM31CR61H106MA12L,,32,
SS22,,24,
CIM10J601NC,,192,
CGA3E3X5R1H154M080AB,,48,
V15PN50-M3/86A,,6,
LTST-S270GKT,,96,
LQG15HS27NJ02,,127,
ERJ-6RQF1R2V,,76,
742792022,,20,
MC78M05CDTRKG,,20,
FDMS8622,,9,
0685T0750-01,,21,
ESR03EZPJ200,,188,
1N914BWS,,94,
ERJ-6GEYJ103V,,187,
742C083102JP,,185,
ERJ-3EKF8062V,,185,
C3225X5R0J107M250AC,,8,
CL21A226KPCLRNC,,28,
BZX84C5V6-TP,,36,
CL10A475KO8NNNC,,90,
53048-0210,,24,
BM22-4S-V(53),,5,
MMZ1608B471CTAH0,,120,
DF3EA-4P-2H(51),,5,
M22-2510246,,40,
PCIE-098-02-F-D-TH,,2,
C0402C104K8PACTU,,178,
DSC1123AI2-120.0000,,2,
TMBAT49FILM,,16,
T491X107K025AT,,2,
RC0201FR-0719K1L,,176,
CL10B106MQ8NRNC,,7,
CL05A104KO5NNNC,,346,
PHP01206E2000BST5,,1,
532610271    ,,8,
3550-2,,4,
DF3-4P-2DSA(01),,9,
RC0402JR-0710KL,,342,
C0603C911J5GACTU,,38,
EEE-FK1J4R7R,,20,
MTM-104-13-T-S-614,,10,
293D337X9010D2TE3,,4,
AB-557-03-HCHC-S-L-C-T,,1,
C0603C223K5RACTU,,339,
C1005X5R1C225K050BC,,42,
ERJ-2GEJ301X,,168,
MIC6315-31D4UY,,14,
10061913-102CLF,,1,
0603SFS500F/32-2,,9,
RT0402FRE071KL,,332,
5103308-3,,3,
SN74LVC1G32DCKR,,30,
ERJ-P08F10R0V,,47,
SL-102-G-12,,7,
CGJ2B3X7R1E104K050BB,,82,
DF3E-2P-2H(20),,8,
LM4132BMF-2.5/NOPB,,2,
SSW-112-01-G-D,,1,
IPBT-102-H1-T-S-K,,5,
MAX14842ATE+,,1,
GRM188R71E103KA01J,,161,
C1608X7R1H153K,,161,
GRM188R71H102KA01D,,322,
DMN53D0L-7,,40,
XPEBBL-L1-0000-00201,,2,
CC0201KRX5R7BB104,,106,
AB-557-03-HCHC-S-L-T,,1,
TAJE157K020RNJV,,2,
NLSV4T244MUTAG,,3,
24LC64-I/SN,,8,
AO7400,,26,
GRM033R60J155ME14D,,52,
1775862-2,,6,
TS5A63157DBVR,,17,
CC0402KRX7R8BB104,,306,
CRM1206-FX-10R0ELF,,76,
GRM033C81A105ME05D,,38,
ERJ-PA3F10R0V,,60,
ERJ-3EKF3903V,,150,
RC0201FR-070RL,,298,
298D227X0004P2T,,4,
RC0201JR-072K4L,,296,
GRM188R61A106KE69D,,59,
SRR1208-681KL,,5,
MCP1804T-3302I/DB,,5,
C0603X5R0J105M030BC,,98,
MMSZ5232B-TP,,98,
DF40HC(4.0)-60DS-0.4V(51),,3,
RCS060349R9FKEA,,73,
ERJ-2RKF36R0X,,146,
STPS120M,,17,
RC0201FR-07133KL,,289,
C1608X7R2A332K080AA,,96,
TMM-108-01-L-D,,2,
C0603C150J5GACTU,,285,
15-24-6060,,3,
SO7320FCDR,,2,
SDR03EZPF49R9,,142,
35223R3JT,,14,
ASEMPLV-100.000MHZ-LR-T,,1,
RC0201FR-07200KL,,279,
ERJ-2RKF2493X,,279,
RC0402FR-0744K2L,,274,
RL1220S-3R0-F,,54,
IPBT-102-H1-T-S-RA,,3,
C0603C471K5RACTU,,134,
RC0201FR-0775KL,,268,
CRCW0603100KFKEAHP,,89,
C0603C200J5GACTU,,38,
GRM21BC81A226ME44L,,19,
22-04-1041,,4,
CL03A103KQ3NNNC,,262,
C0805C106K3PAC7800,,20,
EEE-FK1C470UR,,20,
TPS25810RVCT,,2,
142.6185.5202,,1,
RC0201JR-070RL,,254,
C0603C223K3RACTU,,126,
RC0402FR-07240KL,,250,
RC0402FR-07750KL,,250,
RC0402FR-0715K4L,,248,
RC0402FR-071K27L,,248,
"AC0402FR-0718KL 
",,248,
SI8065AA-B-IU,,1,
1-1634612-0,,2,
C0402C472K3RACTU,,246,
ERJ-2RKF1050X,,246,
ERJ-2RKF3402X,,246,
ERJ-2RKF37R4X,,246,
ERJ-2RKF6491X,,246,
RC0402FR-077K68L,,246,
GRM0335C1E470JA01D,,246,
GRM155R71H102KA01D,,246,
CIM05U601NC,,246,
ERJ-1GEF75R0C,,246,
ERJ-2RKF8061X,,246,
ERJ-2RKF7501X,,246,
RC1005F221CS,,246,
TSW-112-15-G-D,,1,
ESR03EZPJ3R0,,245,
CRCW0603300KFKEA,,245,
CRCW0603240KFKEA,,245,
DF40C-10DP-0.4V(51),,7,
RC0402FR-076K34L,,244,
RC0402FR-072K43L,,244,
RC0201FR-07240RL,,244,
LNJ308G8TRA,,9,
GRM033R71E102KA01D,,242,
RC0603FR-0710KL,,242,
RC0603FR-0729K4L,,242,
RC0603FR-0768KL,,242,
RC0603FR-07332KL,,242,
ERJ-1GEF6200C,,242,
ERJ-2RKF3573X,,242,
ERJ-2RKF1693X,,242,
ERJ-2RKF2201X,,242,
ERJ-2RKF9092X,,241,
ERJ-3EKF9102V,,241,
"SSM3K333R,LF",,20,
ERJ-3EKF2493V,,240,
ERJ-3EKF2431V,,240,
ERJ-3EKF3901V,,240,
RC0402FR-073K24L,,240,
RC0402FR-0713K3L,,240,
AC0402FR-07133KL,,240,
"74LVC3G34GM,125",,4,
RC0201FR-073K6L,,240,
ERJ-3GEYJ3R0V,,240,
GRM033R71A103KA01D,,239,
RC0402JR-071RL,,239,
RT0402BRD0726K1L,,239,
ERJ-1GEF4422C,,239,
GRM188R60J226MEA0J,,34,
ERJ-1GEF9761C,,238,
ERJ-1GEF3161C,,238,
CRCW0603180KFKEA,,235,
CC1210MKX5R7BB107,,5,
10033526-N3212LF,,5,
RC0402JR-077R5L,,234,
RC0201FR-0749K9L,,234,
RC0402FR-07100KL,,231,
RC0402FR-07100KL,,231,
ERJ-2GEJ205X,,230,
B02B-PASK(LF)(SN),,10,
ERJ-3EKF1202V,,230,
ERJ-3EKF4302V,,230,
ERJ-3EKF3601V,,230,
RC0402FR-0722K6L,,230,
RC0402FR-0722K6L,,230,
CRGH0603J10R,,230,
A3967SLBTR-T,,1,
RNCP1206FTD15R0,,229,
GRM155R71H152JA01D,,229,
CRCW04021R00FKED,,114,
68602-116HLF,,3,
GRM0335C1E120JA01D,,228,
RC0402FR-0733KL,,227,
RC0402FR-0747KL,,227,
RC0402FR-0760K4L,,227,
RC0402FR-07604KL,,227,
RC0402FR-071ML,,227,
RC0603FR-071K,,226,
GRM033R71E471KA01D,,226,
CRCW04021K69FKED,,226,
ERJ-1GEF8062C,,226,
ERJ-1GEF1873C,,226,
ERJ-1GEF1623C,,226,
ERJ-1GEF8252C,,226,
ERJ-1GEF8871C ,,226,
RC0201FR-0791KL,,226,
RC0201FR-0744K2L,,226,
ERJ-3EKF9762V,,224,
RC0402FR-071RL,,224,
LMK063BC6474KPLF,,56,
AT-2310-T-LW100-R,,1,
ERJ-2RKF75R0X,,221,
22-12-2044,,2,
DF57-2830SCF,,44,
RC0402FR-0736KL,,220,
RC0201FR-07523KL,,220,
C0603C104M5RACTU,,219,
LSM115JE3/TR13,,3,
SN65HVD485EDGKR,,1,
CC0402KRX7R8BB332,,217,
MBR2H200SFT1G,,36,
ERJ-3EKF59R0V,,108,
RC0201JR-071M2L,,215,
RC0201FR-07383KL,,215,
RC0201FR-07147KL,,215,
RC0201FR-07232KL,,215,
RC0201FR-07118KL,,215,
RC0402FR-0732K4L,,214,
RC0402FR-0732K4L,,214,
RC0402FR-07182KL,,213,
74479897150,,2,
292304-1,,1,
C0603C473K3RACTU,,105,
RC0201FR-0771K5L,,210,
RC0402FR-07510RL,,210,
CL31A226KAHNNNE,,10,
ERJ-6ENF1004V,,209,
RC0402FR-074K7L,,208,
RC0402FR-07220RL,,208,
GRM033R60J105MEA2D,,104,
CC0402KRX7R9BB102,,208,
ERJ-2RKF49R9X,,207,
DF13-2P-1.25DSA(50),,5,
GRM0335C1E100JA01D,,205,
ERJ-2RKF5233X,,205,
GRJ155R60J106ME11D,,34,
ERJ-3EKF3003V,,203,
RC0603FR-071K1L,,202,
MPZ1608S601ATA00,,67,
ERJ-6GEYJ470V,,200,
PRPC002SAAN-RC,,25,
ERJ-2RKF1002X,,200,
RC0402FR-0782RL,,199,
RC0201FR-0711K8L,,198,
RC0201FR-07220RL,,196,
RC0201FR-07220RL,,196,
CRCW06031R00FKEAHP,,39,
TPS54331DDA,,1,
RC0402JR-07330RL,,195,
RC0402FR-072KL,,191,
RC0201FR-07210KL,,190,
DF11-10DP-2DSA(01),,2,
ERJ-3EKF5602V,,188,
C0603C102K3RACTU,,188,
112515-75,,1,
CL05C330JB5NNNC,,187,
ERJ-1GEF10R0C,,186,
ERJ-3EKF3481V,,185,
ERJ-3EKF2200V,,185,
CRCW060330K0FKEA,,185,
ERJ-3EKF5762V,,185,
CRCW060320K0FKEA,,185,
CRG0603F330R,,185,
ERJ-PA3J220V,,183,
DF11-6DP-2DS(52),,2,
ERJ-3EKF5361V,,182,
ERJ-2RKF7500X,,180,
MMBT3904LT1,,45,
TCJB227M004R0035,,4,
UZR1V220MCL1GB,,9,
AC0201FR-074K7L,,180,
MC33164D-3G,,3,
DF3E-3P-2H(20) ,,6,
RT0603BRE0726K7L,,30,
24LC64-I/SM,,5,
"TCK107AG,LF",,12,
GRM033C81A473KE05D,,179,
ERJ-2RKF6802X,,179,
ERJ-1GEJ242C,,178,
RC0603FR-0752K3L,,178,
RC0402FR-073K32L,,59,
RC0402FR-071K07L,,59,
RC0402FR-0711K8L,,59,
RC0402FR-0761K9L,,59,
RC0402FR-0768K1L,,59,
SN74AC14PW,,4,
M20-9990245,,22,
CC0201JRNPO9BN470,,176,
"74AHC126BQ,115",,5,
TLNL227M006R1000,,1,
RC0201FR-0751K1L,,172,
B8B-XH-A(LF)(SN),,5,
DF11-8DP-2DSA(01),,2,
PIC24FJ256GA702-I/MV,,1,
ERJ-3EKF4022V,,169,
ERJ-3EKF6042V,,169,
ERJ-3EKF3000V,,168,
ERJ-3GEYJ1R0V,,168,
RC0402FR-0745K3L,,168,
0402B474K100CT,,28,
RC0201FR-07316KL,,168,
ERJ-3EKF3402V,,166,
RC0201FR-072K87L,,166,
MBR10200UPS-TP,,2,
RT8035GQW,,2,
SN74LVC1G32DCKT,,15,
ERJ-1GEF2491C,,163,
ERJ-1GEF2491C,,163,
RC0603JR-07470RL,,162,
DF40C-10DS-0.4V(51),,7,
ERJ-3EKF6811V,,161,
ERJ-3EKF3922V,,161,
ERJ-6ENF3903V,,80,
RC0201FR-07402KL,,160,
ERJ-6ENF3900V,,158,
C0603C332K5RACTU,,158,
RC0402FR-07210KL,,158,
ERJ-3EKF2260V,,158,
ERJ-3EKF2320V,,158,
ERJ-2RKF4532X,,39,
DF13A-4P-1.25H(50),,3,
ERJ-3EKF5491V,,156,
B6B-PH-K-S(LF)(SN),,5,
ERJ-3RSFR10V,,153,
CL05X106MR5NUNC,,38,
C0402C103K4RACTU,,149,
RC0201FR-07100RL,,149,
RT0603FRE071KL,,148,
ERJ-3EKF5100V,,146,
NC7SZ125P5X,,29,
TPS63051RMWR,,5,
EEF-GX0D471R,,2,
ERJ-2RKF6042X,,143,
ERJ-3EKF7500V,,143,
ERJ-3EKF1243V,,142,
ERJ-3EKF2003V,,141,
SMAZ5V6-13-F,,5,
GRM155R71H223KA12D,,20,
RC0201FR-0775RL,,140,
C3225X7S2A335M200AB,,4,
MM3Z4V7B,,46,
C1608Y5V1C105Z,,68,
ERJ-3EKF1652V,,136,
4606X-101-271LF,,6,
ERJ-3EKF5600V,,132,
RC0201FR-0710KL,,132,
C0805C106K4PACTU,,10,
ERJ-6ENF1801V,,65,
ERJ-6ENF4021V,,65,
ERJ-6ENF5602V,,65,
ERJ-6RQF1R0V,,65,
RC0402FR-07330RL,,130,
MTSW-102-13-T-D-565,,5,
CRCW060310R0FKEAHP,,43,
IPBT-102-H1-T-D-RA,,1,
RC0201FR-0749R9L,,129,
SISS10DN-T1-GE3,,2,
RC0201FR-0710RL,,127,
ERJ-3EKF2201V,,126,
RC0201JR-07330RL,,122,
ERJ-1GEF1003C,,121,
C0402C101K4GACTU,,121,
NCP45525IMNTWG-H,,3,
CL31B106KAHNNNE,,24,
ERJ-6ENF1601V,,60,
ERJ-6ENF2701V,,60,
ERJ-6ENF4703V,,60,
SS24,,8,
ERJ-3EKF1203V,,120,
MPZ1608S331ATA00,,40,
TMK063CG431JT-F,,60,
ERJ-3EKF2672V,,120,
60R300XF,,2,
ERJ-3EKF6491V,,118,
ERJ-2RKF3300X,,117,
DF13-12P-1.25DSA(76),,1,
SST25PF020B-80-4C-SAE,,2,
RC0201FR-0733RL,,116,
74279252    ,,30,
DF13A-2P-1.25H(21),,5,
2410SFV5.00FM/125-2,,1,
5-146256-4,,1,
CRCW06031K30FKEA,,112,
ERJ-6ENF5100V,,55,
LB Q39G-L2OO-35-1,,10,
0441006.WR,,2,
ERJ-3EKF7501V,,108,
C2Q 3,,6,
TMM-103-03-G-S,,2,
MSQA6V1W5T2G,,15,
RC0402JR-070RL,,104,
20021121-00004C4LF,,3,
C0603C472K5RACTU,,101,
CL03B103KQ3NNNC,,50,
RC0402FR-0711KL,,99,
ERJ-3EKF4021V,,98,
5034802000,,1,
5034802000,,1,
ERJ-3EKF4533V,,97,
CC0201KRX5R5BB224,,48,
GRM155C81C105ME11D,,16,
GRM188C80J226ME15D,,16,
CZRF52C3V3,,5,
2410SFV8.00FM/125-2,,1,
LSF0108PWR,,1,
